"filename", "language", "Markdown", "TypeScript", "JSON", "JSON with Comments", "TypeScript JSX", "JavaScript", "HTML", "YAML", "Dotenv", "comment", "blank", "total"
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/config/formInterfaces.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/config/interfaces.ts", "TypeScript", 0, 47, 0, 0, 0, 0, 0, 0, 0, 6, 10, 63
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/config/queryClient.ts", "TypeScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/config/types.ts", "TypeScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/constants/email.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/constants/http.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/constants/queries.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useDelete.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 88, 0, 0, 0, 0, 12, 29, 129
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useDeleteSong.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useFilteredSong.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 183, 0, 0, 0, 0, 23, 47, 253
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useFilteredSongs.ts", "TypeScript", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useSortableList.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 129, 0, 0, 0, 0, 27, 35, 191
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useSortableList.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 1, 6, 32
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useUpdatePlayCount.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 158, 0, 0, 0, 0, 11, 40, 209
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useUpdatePlayCount.ts", "TypeScript", 0, 57, 0, 0, 0, 0, 0, 0, 0, 4, 11, 72
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useUpdateSongListTypes.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 122, 0, 0, 0, 0, 8, 34, 164
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/list/useUpdateSongListTypes.ts", "TypeScript", 0, 39, 0, 0, 0, 0, 0, 0, 0, 3, 10, 52
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useAddSong.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 166, 0, 0, 0, 0, 29, 54, 249
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useAddSong.ts", "TypeScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useAppToast.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 7, 39
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useAuth.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 77, 0, 0, 0, 0, 1, 21, 99
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useAuth.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 3, 28
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useCloseEvent.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 112, 0, 0, 0, 0, 31, 39, 182
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useCloseEvent.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 3, 24
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useCreateEvent.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 65, 0, 0, 0, 0, 4, 19, 88
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useCreateEvent.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 4, 25
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useDeleteSession.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useFilteredSongOptions.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 222, 0, 0, 0, 0, 43, 60, 325
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useFilteredSongOptions.ts", "TypeScript", 0, 51, 0, 0, 0, 0, 0, 0, 0, 1, 11, 63
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/hooks/useSessions.ts", "TypeScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/main.tsx", "TypeScript JSX", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 2, 20
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/AddSong.tsx", "TypeScript JSX", 0, 0, 0, 0, 184, 0, 0, 0, 0, 2, 19, 205
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/SearchSong.tsx", "TypeScript JSX", 0, 0, 0, 0, 156, 0, 0, 0, 0, 10, 9, 175
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/SongList.tsx", "TypeScript JSX", 0, 0, 0, 0, 104, 0, 0, 0, 0, 5, 8, 117
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/SongsSang.tsx", "TypeScript JSX", 0, 0, 0, 0, 233, 0, 0, 0, 0, 8, 15, 256
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/auth/ForgotPassword.tsx", "TypeScript JSX", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 7, 101
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/auth/Login.tsx", "TypeScript JSX", 0, 0, 0, 0, 117, 0, 0, 0, 0, 10, 8, 135
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/auth/Register.tsx", "TypeScript JSX", 0, 0, 0, 0, 136, 0, 0, 0, 0, 13, 9, 158
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/auth/ResetPassword.tsx", "TypeScript JSX", 0, 0, 0, 0, 39, 0, 0, 0, 0, 0, 3, 42
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/auth/VerifyEmail.tsx", "TypeScript JSX", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 3, 55
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/auth/login.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 155, 0, 0, 0, 0, 58, 68, 281
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/auth/register.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 160, 0, 0, 0, 0, 11, 55, 226
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/mainNavigation/EventsHistory.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 200, 0, 0, 0, 0, 11, 50, 261
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/mainNavigation/EventsHistory.tsx", "TypeScript JSX", 0, 0, 0, 0, 171, 0, 0, 0, 0, 4, 22, 197
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/profile/Profile.tsx", "TypeScript JSX", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 2, 35
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/profile/Settings.tsx", "TypeScript JSX", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 3, 30
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/pages/profile/Statistics.tsx", "TypeScript JSX", 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 5, 27
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/services/externalApi.ts", "TypeScript", 0, 105, 0, 0, 0, 0, 0, 0, 0, 6, 22, 133
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/setupTests.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/theme/buttonTheme.ts", "TypeScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/theme/index.ts", "TypeScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/theme/linkTheme.ts", "TypeScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/utils/artists.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/utils/date.ts", "TypeScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/utils/navigation.ts", "TypeScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/src/utils/strings.ts", "TypeScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 9, 8, 54
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/tests/utils/artists.test.ts", "TypeScript", 0, 140, 0, 0, 0, 0, 0, 0, 0, 17, 33, 190
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/tests/utils/helpers.test.ts", "TypeScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 14, 18, 106
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/tests/utils/test-utils.tsx", "TypeScript JSX", 0, 0, 0, 0, 29, 0, 0, 0, 0, 4, 7, 40
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/tsconfig.json", "JSON with Comments", 0, 0, 0, 26, 0, 0, 0, 0, 0, 91, 1, 118
"/home/hugo/Documents/coding_2025/karaoke-list-app/frontend/vite.config.js", "JavaScript", 0, 0, 0, 0, 0, 9, 0, 0, 0, 2, 2, 13
"/home/hugo/Documents/coding_2025/karaoke-list-app/readme.md", "Markdown", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 61
"Total", "-", 54, 2571, 12906, 51, 4296, 51, 42, 56, 1, 705, 1411, 22144
